Fiscal Year,Fund Class,Fund,Cost Center,Description,Type,Object Code,Description,Budget-Mayor's Recommended,Budget-Council Approved
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,219114,DEFERRED BENEFIT 401K         ,4440,4440
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,82385,82385
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,219118,Emp.Benefits 501C9 OPEB       ,6684,6684
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2195,EMPLOYEE INSURANCE            ,93115,93115
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2211,Books                         ,50,50
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2221,STATIONERY SUPPLIES           ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2225,COMPUTER SUPPLIES             ,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,222599,COMPUTER SUPP-CONTROLLED F.A. ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2243,Part and Supplies Non Motive  ,7000,7000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2274,JANITORIAL SUPPLIES           ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,3000,3000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2278,GROUNDS SUPPLIES              ,2500,2500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,227901,CITY BUILDINGS SUPPLIES       ,20000,20000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2291,LABORATORY SUPPLIES           ,10000,10000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2292,CHEMICALS                     ,40000,40000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2295,SAFETY EQUIPMENT              ,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2298,SMALL TOOLS & EQUIPMENT       ,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2329,OTHER PROFESSIONAL & TECH SERV,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2331,ELECTRICAL POWER              ,54000,54000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,233201,NATURAL GAS                   ,20000,20000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,233601,TELEPHONE MONTHLY BASE        ,3800,3800
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2396,WASTE DISPOSAL                ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2513,EQUIPMENT RENTAL              ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,2521,EMP. MEAL ALLOWANCE           ,100,100
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100700,WTR PURIFICATION CTY CREKS    ,XP,298202,INVENTORY ISSUES              ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100701,CITY CREEK TREATMENT PLANT    ,XP,273020,LANDSCAPING                   ,50000,50000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100701,CITY CREEK TREATMENT PLANT    ,XP,276020,TREAT PLANT EQUIPMENT         ,180000,180000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,91716,91716
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,211102,EXECUTIVE LONGEVITY PAY       ,1500,1500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,466956,466956
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,214102,OP/MAINT LONGEVITY PAY        ,9650,9650
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,214105,OP/MAINT CERTIFICATION PAY    ,5760,5760
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,214109,OP/MAINT OTHER PAY            ,5616,5616
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2143,OP/MAINT OVERTIME PAY         ,88434,88434
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,219110,EMPLOYEE BENEFITS-FICA        ,44464,44464
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,219114,DEFERRED BENEFIT 401K         ,1452,1452
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,100491,100491
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,219118,Emp.Benefits 501C9 OPEB       ,8352,8352
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2195,EMPLOYEE INSURANCE            ,100177,100177
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2211,Books                         ,100,100
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2221,STATIONERY SUPPLIES           ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2225,COMPUTER SUPPLIES             ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,222599,COMPUTER SUPP-CONTROLLED F.A. ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2234,PARTS/ACCESSORIES-MOTIVE      ,1500,1500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,224103,OUTSIDE REPAIR-INSTRUMENTATION,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2243,Part and Supplies Non Motive  ,8000,8000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2274,JANITORIAL SUPPLIES           ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,3500,3500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2278,GROUNDS SUPPLIES              ,850,850
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,227901,CITY BUILDINGS SUPPLIES       ,40000,40000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2291,LABORATORY SUPPLIES           ,11000,11000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2292,CHEMICALS                     ,200000,200000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2295,SAFETY EQUIPMENT              ,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2298,SMALL TOOLS & EQUIPMENT       ,10000,10000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2329,OTHER PROFESSIONAL & TECH SERV,3000,3000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2331,ELECTRICAL POWER              ,115000,115000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,233201,NATURAL GAS                   ,26000,26000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,233601,TELEPHONE MONTHLY BASE        ,3900,3900
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,233605,TELEPHONE EMERGENCY CIRCUIT   ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2396,WASTE DISPOSAL                ,1500,1500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,2521,EMP. MEAL ALLOWANCE           ,150,150
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100800,WTR PURIFICATION PARLEYS      ,XP,298202,INVENTORY ISSUES              ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100801,CAPITAL PARLEY'S TRTMNT PLANT ,XP,273020,LANDSCAPING                   ,10000,10000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100801,CAPITAL PARLEY'S TRTMNT PLANT ,XP,276020,TREAT PLANT EQUIPMENT         ,350000,350000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,92520,92520
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,211102,EXECUTIVE LONGEVITY PAY       ,1200,1200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,211109,EXECUTIVE - OTHER PAY         ,1872,1872
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,419736,419736
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,214102,OP/MAINT LONGEVITY PAY        ,9200,9200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,214105,OP/MAINT CERTIFICATION PAY    ,5160,5160
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,214109,OP/MAINT OTHER PAY            ,1872,1872
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2143,OP/MAINT OVERTIME PAY         ,83232,83232
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,219110,EMPLOYEE BENEFITS-FICA        ,40660,40660
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,10524,10524
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,82472,82472
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,219118,Emp.Benefits 501C9 OPEB       ,7524,7524
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2195,EMPLOYEE INSURANCE            ,96363,96363
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2211,Books                         ,100,100
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2221,STATIONERY SUPPLIES           ,100,100
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2225,COMPUTER SUPPLIES             ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,222599,COMPUTER SUPP-CONTROLLED F.A. ,2500,2500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,224103,OUTSIDE REPAIR-INSTRUMENTATION,1500,1500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2243,Part and Supplies Non Motive  ,4000,4000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2274,JANITORIAL SUPPLIES           ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,2500,2500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2278,GROUNDS SUPPLIES              ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,227901,CITY BUILDINGS SUPPLIES       ,30000,30000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2291,LABORATORY SUPPLIES           ,10000,10000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2292,CHEMICALS                     ,350000,350000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2295,SAFETY EQUIPMENT              ,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2298,SMALL TOOLS & EQUIPMENT       ,3000,3000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2329,OTHER PROFESSIONAL & TECH SERV,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2331,ELECTRICAL POWER              ,80000,80000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,233201,NATURAL GAS                   ,18000,18000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,233601,TELEPHONE MONTHLY BASE        ,4500,4500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2396,WASTE DISPOSAL                ,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,2521,EMP. MEAL ALLOWANCE           ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,254914,WORKER'S COMP. MEDICAL        ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100900,WATER PURIFICATION BIG COTTN  ,XP,298202,INVENTORY ISSUES              ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5100901,BIG COTTONWOO TREATMENT PLANT ,XP,276020,TREAT PLANT EQUIPMENT         ,30000,30000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,99720,99720
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,211102,EXECUTIVE LONGEVITY PAY       ,1500,1500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,215101,CLERICAL ANNUAL BASE PAY      ,48204,48204
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,215102,CLERICAL LONGEVITY PAY        ,600,600
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,219110,EMPLOYEE BENEFITS-FICA        ,11472,11472
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,10896,10896
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,16164,16164
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,219118,Emp.Benefits 501C9 OPEB       ,1716,1716
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2195,EMPLOYEE INSURANCE            ,19182,19182
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2211,Books                         ,150,150
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2221,STATIONERY SUPPLIES           ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2222,SPECIAL FORMS                 ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2225,COMPUTER SUPPLIES             ,1500,1500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,222599,COMPUTER SUPP-CONTROLLED F.A. ,3000,3000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2243,Part and Supplies Non Motive  ,100,100
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2295,SAFETY EQUIPMENT              ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2297,TRAIN & EDUC EQUIP & MATERIAL ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2298,SMALL TOOLS & EQUIPMENT       ,1500,1500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2329,OTHER PROFESSIONAL & TECH SERV,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2331,ELECTRICAL POWER              ,76,76
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,233201,NATURAL GAS                   ,44,44
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,233605,TELEPHONE EMERGENCY CIRCUIT   ,700,700
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2339,COMPUTER EQUIPMENT MAINTENANCE,1200,1200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2351,OFFICE EQUIPMENT MAINTENANCE  ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,2524,MILEAGE                       ,100,100
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101000,CROSS CONNECTION/SAMPLING     ,XP,298202,INVENTORY ISSUES              ,100,100
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101100,METROPOLITAN WATER            ,XP,2329,OTHER PROFESSIONAL & TECH SERV,7021892,7021892
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101100,METROPOLITAN WATER            ,XP,2363,WATER TREATMENT               ,2652250,2652250
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101100,METROPOLITAN WATER            ,XP,2541,WATER PURCHASES               ,9600084,9600084
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101200,LITTLE DELL DAM               ,XP,2225,COMPUTER SUPPLIES             ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101200,LITTLE DELL DAM               ,XP,2278,GROUNDS SUPPLIES              ,70000,70000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101200,LITTLE DELL DAM               ,XP,227901,CITY BUILDINGS SUPPLIES       ,6000,6000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101200,LITTLE DELL DAM               ,XP,2295,SAFETY EQUIPMENT              ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101200,LITTLE DELL DAM               ,XP,2298,SMALL TOOLS & EQUIPMENT       ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101200,LITTLE DELL DAM               ,XP,2329,OTHER PROFESSIONAL & TECH SERV,5000,5000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101200,LITTLE DELL DAM               ,XP,233201,NATURAL GAS                   ,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101200,LITTLE DELL DAM               ,XP,233601,TELEPHONE MONTHLY BASE        ,1700,1700
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101200,LITTLE DELL DAM               ,XP,233604,TELEPHONE-DUCT RENTAL         ,5000,5000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101200,LITTLE DELL DAM               ,XP,233605,TELEPHONE EMERGENCY CIRCUIT   ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,613572,613572
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,211102,EXECUTIVE LONGEVITY PAY       ,11100,11100
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2113,EXECUTIVE - OVERTIME PAY      ,10404,10404
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,215101,CLERICAL ANNUAL BASE PAY      ,22668,22668
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,215102,CLERICAL LONGEVITY PAY        ,600,600
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2153,CLERICAL OVERTIME PAY         ,6242,6242
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2165,SALARY CAPITALIZATION         ,-361903,-361903
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,219110,EMPLOYEE BENEFITS-FICA        ,49572,49572
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,26268,26268
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,219114,DEFERRED BENEFIT 401K         ,3324,3324
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,87528,87528
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,219118,Emp.Benefits 501C9 OPEB       ,6732,6732
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2195,EMPLOYEE INSURANCE            ,110247,110247
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2211,Books                         ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2221,STATIONERY SUPPLIES           ,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2222,SPECIAL FORMS                 ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2223,DUPLICATION SUPPLIES          ,2500,2500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,222310,COPY CENTER CHARGES           ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2225,COMPUTER SUPPLIES             ,6000,6000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,222599,COMPUTER SUPP-CONTROLLED F.A. ,10950,10950
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2243,Part and Supplies Non Motive  ,6000,6000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,227901,CITY BUILDINGS SUPPLIES       ,400,400
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2293,PHOTOGRAPHIC SUPPLIES         ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2295,SAFETY EQUIPMENT              ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2298,SMALL TOOLS & EQUIPMENT       ,2300,2300
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2329,OTHER PROFESSIONAL & TECH SERV,3000,3000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2331,ELECTRICAL POWER              ,2600,2600
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,233201,NATURAL GAS                   ,3100,3100
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,233601,TELEPHONE MONTHLY BASE        ,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,233602,TELEPHONE-LONG DISTANCE       ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,233605,TELEPHONE EMERGENCY CIRCUIT   ,5225,5225
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2339,COMPUTER EQUIPMENT MAINTENANCE,1500,1500
